,client_id,product_category,product_company,subtype,amount,date,transaction_type
775096,835,eleven,Cosmetic center,Purchase,1450,01/01/2020 14:40,Negative
408358,440,twenty,,Purchase,524,01/01/2020 14:41,Negative
104187,112,6,,Purchase,91,01/01/2020 14:41,Negative
843741,908,28,,Translation,342,01/01/2020 14:42,Negative
125002,135,3,YandexGO,Purchase,819,01/01/2020 14:42,Negative
407588,439,sixteen,,Purchase,838,01/01/2020 14:43,Negative
424739,458,6,Arrow,Purchase,70,01/01/2020 14:44,Negative
503784,542,twenty,,Purchase,2814,01/01/2020 14:44,Negative
885322,954,6,Arrow,Purchase,58,01/01/2020 14:46,Negative
16739,eighteen,28,,Replenishment,373,01/01/2020 14:47,Positive
443709,478,6,Arrow,Purchase,60,01/01/2020 14:48,Negative
134889,145,10,Theater Magic Lantern,Purchase,389,01/01/2020 14:48,Negative
319525,345,6,Moscow subway,Purchase,79,01/01/2020 14:48,Negative
157486,170,6,Arrow,Purchase,57,01/01/2020 14:48,Negative
4730,6,one,Carousel,Purchase,1364,01/01/2020 14:49,Negative
137234,148,6,Moscow subway,Purchase,60,01/01/2020 14:49,Negative
377357,407,6,,Purchase,93,01/01/2020 14:49,Negative
912129,983,6,Arrow,Purchase,65,01/01/2020 14:50,Negative
750828,809,5,KFC,Purchase,169,01/01/2020 14:50,Negative
855537,921,17,,Purchase,6536,01/01/2020 14:50,Negative
916516,987,15,Lukoil gas station,Purchase,1020,01/01/2020 14:51,Negative
396457,427,7,Pharmacy 23 plus,Purchase,592,01/01/2020 14:51,Negative
259302,280,28,,Replenishment,2184,01/01/2020 14:52,Positive
709669,764,6,Arrow,Purchase,66,01/01/2020 14:52,Negative
668284,719,14,Solo Burger Bar,Purchase,1552,01/01/2020 14:53,Negative
275714,298,eleven,BritVa Barbershop,Purchase,956,01/01/2020 14:53,Negative
800739,863,6,,Purchase,53,01/01/2020 14:54,Negative
210157,227,6,Moscow subway,Purchase,77,01/01/2020 14:56,Negative
437560,472,5,Burger king,Purchase,395,01/01/2020 14:56,Negative
134742,145,6,Moscow subway,Purchase,54,01/01/2020 14:58,Negative
433867,468,2,Platypus Online,Purchase,3335,01/01/2020 14:58,Negative
246872,267,6,Moscow subway,Purchase,75,01/01/2020 14:58,Negative
104519,112,thirteen,H&M,Purchase,5110,01/01/2020 14:59,Negative
589188,634,6,Arrow,Purchase,94,01/01/2020 14:59,Negative
265226,287,6,,Purchase,one hundred,01/01/2020 14:59,Negative
134852,145,6,,Purchase,76,01/01/2020 15:00,Negative
407835,440,5,Tanuki,Purchase,428,01/01/2020 15:00,Negative
286893,310,eight,Kinohod,Purchase,305,01/01/2020 15:00,Negative
837329,902,5,Dodo Pizza,Purchase,264,01/01/2020 15:00,Negative
177200,192,6,Moscow subway,Purchase,86,01/01/2020 15:01,Negative
11209,12,28,,Replenishment,2679,01/01/2020 15:01,Positive
334443,362,5,Yakitoria,Purchase,186,01/01/2020 15:02,Negative
291295,315,6,Arrow,Purchase,59,01/01/2020 15:02,Negative
325385,352,6,,Purchase,69,01/01/2020 15:02,Negative
829995,894,6,,Purchase,90,01/01/2020 15:03,Negative
172204,186,15,Gas station GAZPROMNEFT,Purchase,1830,01/01/2020 15:03,Negative
260260,282,3,UBER,Purchase,547,01/01/2020 15:04,Negative
348673,376,twenty,,Purchase,1765,01/01/2020 15:04,Negative
412657,445,6,Moscow subway,Purchase,99,01/01/2020 15:06,Negative
183412,199,5,KFC,Purchase,292,01/01/2020 15:07,Negative
781228,842,6,Moscow subway,Purchase,61,01/01/2020 15:07,Negative
81872,88,10,Theater Magic Lantern,Purchase,242,01/01/2020 15:08,Negative
878216,946,6,,Purchase,74,01/01/2020 15:08,Negative
670554,722,5,Dodo Pizza,Purchase,522,01/01/2020 15:08,Negative
380567,410,6,,Purchase,57,01/01/2020 15:09,Negative
890001,959,6,Arrow,Purchase,65,01/01/2020 15:10,Negative
693472,747,6,Arrow,Purchase,89,01/01/2020 15:10,Negative
90812,98,5,Dodo Pizza,Purchase,334,01/01/2020 15:10,Negative
9437,10,28,,Translation,1898,01/01/2020 15:12,Negative
281129,304,6,Moscow subway,Purchase,86,01/01/2020 15:12,Negative
563798,607,6,Moscow subway,Purchase,65,01/01/2020 15:13,Negative
407450,439,7,Pharmacy 23 plus,Purchase,159,01/01/2020 15:14,Negative
408016,440,6,Moscow subway,Purchase,74,01/01/2020 15:14,Negative
807554,870,6,Arrow,Purchase,59,01/01/2020 15:15,Negative
831703,896,2,Auchan,Purchase,3699,01/01/2020 15:15,Negative
269922,292,6,Moscow subway,Purchase,61,01/01/2020 15:16,Negative
739441,796,eleven,Hairdresser DIMAX,Purchase,1461,01/01/2020 15:16,Negative
651351,701,5,Dodo Pizza,Purchase,396,01/01/2020 15:16,Negative
161638,174,28,,Translation,1133,01/01/2020 15:17,Negative
187482,203,7,36.6,Purchase,588,01/01/2020 15:17,Negative
144888,156,eleven,Rive Gauche,Purchase,1501,01/01/2020 15:18,Negative
236465,256,3,Kiwi Taxi,Purchase,994,01/01/2020 15:18,Negative
761374,820,6,Moscow subway,Purchase,52,01/01/2020 15:18,Negative
25277,28,5,,Purchase,328,01/01/2020 15:18,Negative
34156,37,9,White Rabbit,Purchase,535,01/01/2020 15:18,Negative
516021,556,6,Moscow subway,Purchase,79,01/01/2020 15:19,Negative
175361,190,6,Moscow subway,Purchase,86,01/01/2020 15:19,Negative
296650,320,17,,Purchase,47259,01/01/2020 15:19,Negative
594005,639,6,Moscow subway,Purchase,76,01/01/2020 15:19,Negative
9372,10,28,,Translation,2268,01/01/2020 15:21,Negative
266351,288,6,,Purchase,64,01/01/2020 15:21,Negative
90844,98,6,Arrow,Purchase,92,01/01/2020 15:21,Negative
909852,980,eight,Okko,Purchase,413,01/01/2020 15:21,Negative
861411,928,6,Moscow subway,Purchase,98,01/01/2020 15:22,Negative
32647,36,5,McDonald's,Purchase,382,01/01/2020 15:23,Negative
831433,895,21,,Purchase,2368,01/01/2020 15:23,Negative
73594,79,eighteen,,Purchase,708,01/01/2020 15:26,Negative
701313,755,6,,Purchase,93,01/01/2020 15:27,Negative
746959,805,3,GETT,Purchase,228,01/01/2020 15:28,Negative
824518,888,6,Moscow subway,Purchase,88,01/01/2020 15:29,Negative
196221,212,eleven,Cosmetic center,Purchase,665,01/01/2020 15:29,Negative
268999,291,6,Arrow,Purchase,56,01/01/2020 15:29,Negative
839650,904,14,Solo Burger Bar,Purchase,946,01/01/2020 15:30,Negative
448353,483,6,Arrow,Purchase,53,01/01/2020 15:31,Negative
882189,951,5,McDonald's,Purchase,301,01/01/2020 15:31,Negative
889251,958,eleven,BritVa Barbershop,Purchase,2011,01/01/2020 15:31,Negative
241408,261,6,Moscow subway,Purchase,71,01/01/2020 15:31,Negative
632775,681,3,UBER,Purchase,948,01/01/2020 15:32,Negative
562873,606,6,,Purchase,90,01/01/2020 15:33,Negative
288755,312,14,Own company,Purchase,2843,01/01/2020 15:34,Negative
796070,858,6,,Purchase,57,01/01/2020 15:35,Negative
266369,288,thirteen,Bershka,Purchase,2920,01/01/2020 15:36,Negative
177271,192,6,,Purchase,89,01/01/2020 15:37,Negative
679706,732,6,Moscow subway,Purchase,85,01/01/2020 15:37,Negative
57088,62,6,Moscow subway,Purchase,52,01/01/2020 15:37,Negative
526329,567,6,,Purchase,56,01/01/2020 15:37,Negative
307769,332,28,,Translation,898,01/01/2020 15:37,Negative
276394,299,6,,Purchase,56,01/01/2020 15:38,Negative
81931,88,10,Theater Magic Lantern,Purchase,739,01/01/2020 15:39,Negative
237727,257,6,,Purchase,one hundred,01/01/2020 15:40,Negative
505489,544,28,,Translation,1414,01/01/2020 15:40,Negative
278472,301,thirteen,H&M,Purchase,1909,01/01/2020 15:40,Negative
406160,438,6,Moscow subway,Purchase,60,01/01/2020 15:40,Negative
729592,786,3,GETT,Purchase,440,01/01/2020 15:41,Negative
918124,989,6,,Purchase,58,01/01/2020 15:41,Negative
918364,989,9,CENTURY OF DEVELOPMENT,Purchase,372,01/01/2020 15:43,Negative
680403,733,6,,Purchase,89,01/01/2020 15:43,Negative
626601,674,5,Yakitoria,Purchase,279,01/01/2020 15:43,Negative
733571,790,5,Dodo Pizza,Purchase,233,01/01/2020 15:43,Negative
565605,609,6,Arrow,Purchase,50,01/01/2020 15:43,Negative
478133,516,3,UBER,Purchase,523,01/01/2020 15:46,Negative
428332,462,5,Tanuki,Purchase,389,01/01/2020 15:46,Negative
563785,607,6,Arrow,Purchase,59,01/01/2020 15:46,Negative
369372,398,21,,Purchase,850,01/01/2020 15:46,Negative
264250,286,5,PizzaHut,Purchase,587,01/01/2020 15:48,Negative
726477,782,6,,Purchase,92,01/01/2020 15:50,Negative
497375,536,5,Yakitoria,Purchase,539,01/01/2020 15:51,Negative
350450,378,14,Skala Cafe,Purchase,2434,01/01/2020 15:52,Negative
179104,194,6,,Purchase,80,01/01/2020 15:54,Negative
165735,179,6,Arrow,Purchase,89,01/01/2020 15:55,Negative
61782,67,6,Arrow,Purchase,54,01/01/2020 15:55,Negative
30992,34,6,Moscow subway,Purchase,66,01/01/2020 15:55,Negative
755163,813,28,,Replenishment,2537,01/01/2020 15:56,Positive
625385,672,sixteen,,Purchase,643,01/01/2020 15:57,Negative
880193,948,21,,Purchase,3639,01/01/2020 15:58,Negative
190532,206,21,,Purchase,1770,01/01/2020 15:58,Negative
769734,829,7,Pharmacy 23 plus,Purchase,451,01/01/2020 15:59,Negative
222134,240,5,Yakitoria,Purchase,332,01/01/2020 16:00,Negative
297411,321,6,Arrow,Purchase,76,01/01/2020 16:01,Negative
637306,685,28,,Translation,146,01/01/2020 16:01,Negative
913440,984,14,IL patio,Purchase,915,01/01/2020 16:02,Negative
898484,968,sixteen,,Purchase,1287,01/01/2020 16:02,Negative
579412,624,3,YandexGO,Purchase,681,01/01/2020 16:02,Negative
215043,232,7,Planet Health,Purchase,472,01/01/2020 16:02,Negative
107208,115,thirteen,Zara,Purchase,6629,01/01/2020 16:03,Negative
907667,978,6,Arrow,Purchase,75,01/01/2020 16:04,Negative
669034,720,6,,Purchase,70,01/01/2020 16:04,Negative
9195,10,7,Pharmacy 23 plus,Purchase,158,01/01/2020 16:04,Negative
620648,668,2,Platypus Online,Purchase,3582,01/01/2020 16:05,Negative
572393,616,eleven,BritVa Barbershop,Purchase,1439,01/01/2020 16:05,Negative
912307,983,6,,Purchase,62,01/01/2020 16:05,Negative
766174,825,nineteen,,Purchase,1878,01/01/2020 16:06,Negative
175697,190,14,Skala Cafe,Purchase,2381,01/01/2020 16:07,Negative
68070,74,3,Kiwi Taxi,Purchase,517,01/01/2020 16:07,Negative
593623,638,28,,Translation,2739,01/01/2020 16:08,Negative
75224,81,10,Bowling Club Scooter,Purchase,684,01/01/2020 16:09,Negative
443269,478,5,Yakitoria,Purchase,393,01/01/2020 16:09,Negative
333987,361,6,Arrow,Purchase,66,01/01/2020 16:10,Negative
521455,562,5,,Purchase,574,01/01/2020 16:10,Negative
870532,938,6,Moscow subway,Purchase,77,01/01/2020 16:10,Negative
912325,983,6,,Purchase,64,01/01/2020 16:11,Negative
596000,641,6,Arrow,Purchase,75,01/01/2020 16:11,Negative
129446,139,thirteen,H&M,Purchase,5426,01/01/2020 16:12,Negative
252180,273,2,Yandex.Lavka,Purchase,1024,01/01/2020 16:13,Negative
572248,616,6,Arrow,Purchase,80,01/01/2020 16:13,Negative
814264,877,6,,Purchase,80,01/01/2020 16:13,Negative
922455,994,one,Yandex.Drive,Purchase,1196,01/01/2020 16:14,Negative
424423,458,5,McDonald's,Purchase,491,01/01/2020 16:14,Negative
146068,157,28,,Replenishment,2142,01/01/2020 16:15,Positive
561705,605,5,Burger king,Purchase,186,01/01/2020 16:15,Negative
662283,713,5,McDonald's,Purchase,462,01/01/2020 16:16,Negative
4529,5,14,Miraj Restaurant,Purchase,502,01/01/2020 16:16,Negative
903879,974,6,,Purchase,79,01/01/2020 16:18,Negative
82680,89,6,Arrow,Purchase,81,01/01/2020 16:19,Negative
503090,542,5,,Purchase,577,01/01/2020 16:19,Negative
282591,306,5,McDonald's,Purchase,455,01/01/2020 16:19,Negative
702229,756,6,,Purchase,50,01/01/2020 16:19,Negative
486396,524,6,,Purchase,80,01/01/2020 16:19,Negative
675157,727,6,Moscow subway,Purchase,94,01/01/2020 16:19,Negative
118494,128,one,Youdrive,Purchase,621,01/01/2020 16:21,Negative
44904,48,28,,Translation,207,01/01/2020 16:21,Negative
341875,369,sixteen,,Purchase,963,01/01/2020 16:23,Negative
346767,374,17,,Purchase,5287,01/01/2020 16:23,Negative
229387,248,5,,Purchase,569,01/01/2020 16:23,Negative
534418,576,5,Burger king,Purchase,315,01/01/2020 16:24,Negative
468717,505,thirteen,Marks & Spencer,Purchase,6014,01/01/2020 16:24,Negative
737958,795,2,Auchan,Purchase,1587,01/01/2020 16:24,Negative
436243,470,10,Bowling Club Scooter,Purchase,252,01/01/2020 16:24,Negative
752965,811,6,Arrow,Purchase,87,01/01/2020 16:25,Negative
785455,847,one,Yandex.Drive,Purchase,1371,01/01/2020 16:25,Negative
98314,106,6,,Purchase,62,01/01/2020 16:26,Negative
848998,914,sixteen,,Purchase,517,01/01/2020 16:27,Negative
815819,879,2,Crossroads,Purchase,1600,01/01/2020 16:27,Negative
345110,373,one,BelkaCar,Purchase,322,01/01/2020 16:28,Negative
441939,476,eleven,Hairdresser DIMAX,Purchase,2262,01/01/2020 16:28,Negative
697228,751,6,Arrow,Purchase,59,01/01/2020 16:28,Negative
166469,180,6,,Purchase,73,01/01/2020 16:30,Negative
388848,419,6,Arrow,Purchase,60,01/01/2020 16:32,Negative
435581,470,3,Kiwi Taxi,Purchase,293,01/01/2020 16:33,Negative
469998,507,5,KFC,Purchase,580,01/01/2020 16:33,Negative
556425,599,eleven,Hairdresser DIMAX,Purchase,2493,01/01/2020 16:34,Negative
37134,40,6,Moscow subway,Purchase,62,01/01/2020 16:36,Negative
382227,412,6,Arrow,Purchase,one hundred,01/01/2020 16:37,Negative
302636,327,6,Arrow,Purchase,93,01/01/2020 16:37,Negative
115927,125,5,KFC,Purchase,587,01/01/2020 16:37,Negative
589483,634,6,Moscow subway,Purchase,50,01/01/2020 16:37,Negative
883558,952,6,Arrow,Purchase,89,01/01/2020 16:38,Negative
161450,174,thirteen,WILDBERRIES,Purchase,1822,01/01/2020 16:39,Negative
130399,140,thirteen,H&M,Purchase,5105,01/01/2020 16:39,Negative
538657,580,eleven,BritVa Barbershop,Purchase,2419,01/01/2020 16:39,Negative
898711,969,5,McDonald's,Purchase,191,01/01/2020 16:40,Negative
9713,eleven,5,Burger king,Purchase,542,01/01/2020 16:40,Negative
796217,858,6,Arrow,Purchase,one hundred,01/01/2020 16:41,Negative
602036,648,3,UBER,Purchase,201,01/01/2020 16:42,Negative
798944,861,6,Arrow,Purchase,96,01/01/2020 16:42,Negative
246815,267,6,Moscow subway,Purchase,76,01/01/2020 16:42,Negative
110772,119,7,Planet Health,Purchase,473,01/01/2020 16:42,Negative
681083,734,one,Lifcar,Purchase,637,01/01/2020 16:43,Negative
382639,412,7,Pharmacy VITA Express,Purchase,384,01/01/2020 16:43,Negative
179613,194,28,,Replenishment,801,01/01/2020 16:44,Positive
687270,740,eleven,Rive Gauche,Purchase,1535,01/01/2020 16:44,Negative
683119,736,5,KFC,Purchase,451,01/01/2020 16:44,Negative
403191,434,28,,Translation,110,01/01/2020 16:44,Negative
262501,284,6,,Purchase,63,01/01/2020 16:46,Negative
454658,490,6,,Purchase,88,01/01/2020 16:46,Negative
602468,648,6,,Purchase,53,01/01/2020 16:46,Negative
640625,689,6,Arrow,Purchase,55,01/01/2020 16:48,Negative
135982,146,28,,Replenishment,2951,01/01/2020 16:49,Positive
687748,741,6,Arrow,Purchase,98,01/01/2020 16:50,Negative
464749,501,14,Own company,Purchase,2190,01/01/2020 16:50,Negative
665291,716,6,Moscow subway,Purchase,88,01/01/2020 16:50,Negative
561055,604,6,,Purchase,54,01/01/2020 16:50,Negative
313314,338,9,Rospechat,Purchase,522,01/01/2020 16:50,Negative
808380,871,2,Yandex.Lavka,Purchase,3425,01/01/2020 16:51,Negative
789503,851,6,Moscow subway,Purchase,54,01/01/2020 16:52,Negative
459531,495,sixteen,,Purchase,585,01/01/2020 16:52,Negative
854401,920,6,Moscow subway,Purchase,51,01/01/2020 16:52,Negative
254681,275,nineteen,,Purchase,1629,01/01/2020 16:54,Negative
9809,eleven,6,,Purchase,97,01/01/2020 16:55,Negative
271070,293,twenty,,Purchase,2615,01/01/2020 16:56,Negative
295764,319,28,,Translation,2877,01/01/2020 16:57,Negative
84538,91,6,,Purchase,68,01/01/2020 16:58,Negative
451260,486,thirteen,WILDBERRIES,Purchase,5396,01/01/2020 16:59,Negative
200341,217,5,Burger king,Purchase,597,01/01/2020 16:59,Negative
792224,854,6,,Purchase,70,01/01/2020 17:00,Negative
469453,506,6,,Purchase,86,01/01/2020 17:00,Negative
4181,5,6,Moscow subway,Purchase,79,01/01/2020 17:01,Negative
43496,47,6,Arrow,Purchase,71,01/01/2020 17:02,Negative
450280,485,9,Storytel,Purchase,385,01/01/2020 17:03,Negative
284384,307,28,,Replenishment,2378,01/01/2020 17:03,Positive
222085,240,5,Yakitoria,Purchase,172,01/01/2020 17:03,Negative
26127,29,5,PizzaHut,Purchase,596,01/01/2020 17:04,Negative
133613,144,6,Arrow,Purchase,82,01/01/2020 17:05,Negative
582106,626,eleven,Rive Gauche,Purchase,1913,01/01/2020 17:05,Negative
127084,137,5,Dodo Pizza,Purchase,351,01/01/2020 17:07,Negative
506689,546,5,KFC,Purchase,329,01/01/2020 17:07,Negative
408425,440,28,,Translation,2268,01/01/2020 17:07,Negative
376203,406,5,Tanuki,Purchase,369,01/01/2020 17:08,Negative
740043,797,6,Moscow subway,Purchase,83,01/01/2020 17:09,Negative
560618,604,2,Billa,Purchase,2462,01/01/2020 17:09,Negative
639145,687,28,,Replenishment,933,01/01/2020 17:10,Positive
29748,33,2,Crossroads,Purchase,1060,01/01/2020 17:10,Negative
54805,59,thirteen,Bershka,Purchase,6202,01/01/2020 17:12,Negative
747848,806,2,SberMarket,Purchase,1765,01/01/2020 17:12,Negative
164543,178,5,KFC,Purchase,392,01/01/2020 17:13,Negative
367970,397,6,Arrow,Purchase,51,01/01/2020 17:13,Negative
605768,652,one,Delimobil,Purchase,579,01/01/2020 17:14,Negative
657043,707,eight,Kinohod,Purchase,490,01/01/2020 17:14,Negative
685661,738,28,,Translation,1472,01/01/2020 17:14,Negative
617685,664,twenty,,Purchase,2577,01/01/2020 17:16,Negative
612511,659,5,Dodo Pizza,Purchase,306,01/01/2020 17:16,Negative
748812,807,5,KFC,Purchase,176,01/01/2020 17:16,Negative
198573,215,5,Tanuki,Purchase,342,01/01/2020 17:16,Negative
27236,thirty,6,Arrow,Purchase,51,01/01/2020 17:16,Negative
679722,732,6,Moscow subway,Purchase,51,01/01/2020 17:17,Negative
378677,408,10,Coral pool,Purchase,265,01/01/2020 17:17,Negative
858071,924,14,Solo Burger Bar,Purchase,1669,01/01/2020 17:17,Negative
301136,325,9,White Rabbit,Purchase,219,01/01/2020 17:17,Negative
13829,15,eleven,Rive Gauche,Purchase,1424,01/01/2020 17:18,Negative
227979,246,6,,Purchase,51,01/01/2020 17:18,Negative
36419,39,28,,Translation,2515,01/01/2020 17:19,Negative
604035,650,6,Arrow,Purchase,63,01/01/2020 17:19,Negative
386535,417,2,Auchan,Purchase,4550,01/01/2020 17:20,Negative
602531,648,6,Moscow subway,Purchase,98,01/01/2020 17:21,Negative
496329,535,2,SberMarket,Purchase,1403,01/01/2020 17:21,Negative
662203,713,5,Yakitoria,Purchase,371,01/01/2020 17:22,Negative
283689,307,6,Moscow subway,Purchase,62,01/01/2020 17:22,Negative
643860,692,28,,Translation,1037,01/01/2020 17:24,Negative
278222,301,6,Arrow,Purchase,88,01/01/2020 17:24,Negative
347762,375,28,,Translation,814,01/01/2020 17:24,Negative
146517,158,6,Moscow subway,Purchase,63,01/01/2020 17:24,Negative
637796,686,6,Moscow subway,Purchase,76,01/01/2020 17:25,Negative
650832,700,6,Moscow subway,Purchase,95,01/01/2020 17:26,Negative
191488,207,28,,Translation,2621,01/01/2020 17:26,Negative
83783,90,9,Read-city,Purchase,515,01/01/2020 17:27,Negative
840525,905,6,Arrow,Purchase,60,01/01/2020 17:27,Negative
368601,398,3,Kiwi Taxi,Purchase,926,01/01/2020 17:30,Negative
616827,663,eleven,Cosmetic center,Purchase,1950,01/01/2020 17:30,Negative
76719,83,5,PizzaHut,Purchase,589,01/01/2020 17:31,Negative
840509,905,6,,Purchase,76,01/01/2020 17:31,Negative
890215,959,eleven,Cosmetic center,Purchase,2307,01/01/2020 17:32,Negative
88727,96,3,Citymobil,Purchase,805,01/01/2020 17:32,Negative
134396,145,5,McDonald's,Purchase,265,01/01/2020 17:33,Negative
279434,302,21,,Purchase,3635,01/01/2020 17:33,Negative
580999,625,14,Miraj Restaurant,Purchase,2067,01/01/2020 17:33,Negative
311944,337,6,Arrow,Purchase,74,01/01/2020 17:33,Negative
601476,647,6,Arrow,Purchase,59,01/01/2020 17:34,Negative
87063,94,6,,Purchase,50,01/01/2020 17:35,Negative
33680,37,5,Yakitoria,Purchase,168,01/01/2020 17:36,Negative
142756,154,6,Arrow,Purchase,69,01/01/2020 17:36,Negative
395988,427,5,McDonald's,Purchase,482,01/01/2020 17:37,Negative
893455,963,6,Arrow,Purchase,78,01/01/2020 17:38,Negative
676062,728,6,Moscow subway,Purchase,52,01/01/2020 17:38,Negative
655931,706,6,Arrow,Purchase,95,01/01/2020 17:39,Negative
652324,702,6,,Purchase,81,01/01/2020 17:39,Negative
328416,355,6,,Purchase,62,01/01/2020 17:40,Negative
237324,256,28,,Replenishment,793,01/01/2020 17:42,Positive
27405,thirty,6,Arrow,Purchase,86,01/01/2020 17:42,Negative
340978,369,3,Citymobil,Purchase,424,01/01/2020 17:42,Negative
640518,689,6,,Purchase,87,01/01/2020 17:42,Negative
638302,687,2,Platypus Online,Purchase,779,01/01/2020 17:43,Negative
691988,746,3,GETT,Purchase,959,01/01/2020 17:44,Negative
229712,248,6,Arrow,Purchase,74,01/01/2020 17:45,Negative
745693,803,6,Moscow subway,Purchase,71,01/01/2020 17:45,Negative
728956,785,6,Moscow subway,Purchase,91,01/01/2020 17:46,Negative
150746,163,5,PizzaHut,Purchase,355,01/01/2020 17:46,Negative
366913,396,5,Yakitoria,Purchase,269,01/01/2020 17:47,Negative
896857,967,one,Yandex.Drive,Purchase,1305,01/01/2020 17:47,Negative
627268,675,2,Crossroads,Purchase,2132,01/01/2020 17:47,Negative
492872,531,6,,Purchase,79,01/01/2020 17:48,Negative
162447,175,17,,Purchase,23936,01/01/2020 17:49,Negative
208056,225,6,,Purchase,95,01/01/2020 17:49,Negative
518153,558,6,,Purchase,61,01/01/2020 17:49,Negative
627126,674,28,,Translation,1141,01/01/2020 17:49,Negative
874939,942,28,,Translation,1639,01/01/2020 17:50,Negative
447741,482,28,,Replenishment,876,01/01/2020 17:51,Positive
106792,115,5,Dodo Pizza,Purchase,398,01/01/2020 17:52,Negative
503818,542,28,,Translation,982,01/01/2020 17:52,Negative
152819,165,6,Arrow,Purchase,87,01/01/2020 17:53,Negative
633865,682,5,,Purchase,319,01/01/2020 17:53,Negative
488015,526,5,McDonald's,Purchase,453,01/01/2020 17:54,Negative
756547,815,6,Arrow,Purchase,72,01/01/2020 17:54,Negative
256135,277,6,Moscow subway,Purchase,81,01/01/2020 17:54,Negative
478726,516,6,,Purchase,57,01/01/2020 17:55,Negative
451177,486,7,Planet Health,Purchase,547,01/01/2020 17:56,Negative
385030,415,6,Moscow subway,Purchase,68,01/01/2020 17:57,Negative
837688,902,6,Moscow subway,Purchase,91,01/01/2020 17:57,Negative
518424,558,9,White Rabbit,Purchase,336,01/01/2020 17:58,Negative
360470,389,5,PizzaHut,Purchase,434,01/01/2020 17:59,Negative
401637,433,5,McDonald's,Purchase,261,01/01/2020 17:59,Negative
810609,873,6,Arrow,Purchase,55,01/01/2020 17:59,Negative
789287,851,6,Moscow subway,Purchase,99,01/01/2020 17:59,Negative
379636,409,eight,Kinohod,Purchase,348,01/01/2020 18:00,Negative
437623,472,5,Tanuki,Purchase,571,01/01/2020 18:01,Negative
794673,856,28,,Translation,2827,01/01/2020 18:01,Negative
284548,308,2,Auchan,Purchase,1189,01/01/2020 18:02,Negative
659122,709,twenty,,Purchase,1801,01/01/2020 18:03,Negative
449158,484,6,Moscow subway,Purchase,88,01/01/2020 18:03,Negative
864627,931,21,,Purchase,2132,01/01/2020 18:04,Negative
685433,738,7,Pharmacy VITA Express,Purchase,350,01/01/2020 18:04,Negative
472315,509,6,,Purchase,75,01/01/2020 18:06,Negative
75499,82,3,Kiwi Taxi,Purchase,513,01/01/2020 18:06,Negative
449951,485,6,Arrow,Purchase,94,01/01/2020 18:08,Negative
854837,921,5,McDonald's,Purchase,164,01/01/2020 18:08,Negative
648007,697,6,,Purchase,89,01/01/2020 18:09,Negative
765579,825,5,Dodo Pizza,Purchase,191,01/01/2020 18:09,Negative
418388,451,6,,Purchase,64,01/01/2020 18:10,Negative
451445,486,28,,Replenishment,626,01/01/2020 18:10,Positive
454729,490,6,Moscow subway,Purchase,84,01/01/2020 18:11,Negative
501348,540,5,McDonald's,Purchase,356,01/01/2020 18:11,Negative
151253,163,7,Pharmacy 23 plus,Purchase,116,01/01/2020 18:12,Negative
18432,twenty,sixteen,,Purchase,596,01/01/2020 18:13,Negative
591527,636,eleven,BritVa Barbershop,Purchase,1730,01/01/2020 18:13,Negative
100155,108,6,Moscow subway,Purchase,69,01/01/2020 18:14,Negative
299471,323,21,,Purchase,1682,01/01/2020 18:14,Negative
822290,885,28,,Translation,1725,01/01/2020 18:14,Negative
778150,838,28,,Translation,52,01/01/2020 18:15,Negative
796910,859,6,Moscow subway,Purchase,84,01/01/2020 18:15,Negative
723778,779,thirteen,Zara,Purchase,7738,01/01/2020 18:17,Negative
137198,148,6,,Purchase,61,01/01/2020 18:18,Negative
543037,585,6,Moscow subway,Purchase,99,01/01/2020 18:18,Negative
684917,738,5,Tanuki,Purchase,475,01/01/2020 18:18,Negative
862269,929,6,Moscow subway,Purchase,74,01/01/2020 18:18,Negative
218295,236,2,Auchan,Purchase,4127,01/01/2020 18:19,Negative
284981,308,6,,Purchase,91,01/01/2020 18:19,Negative
40173,43,28,,Replenishment,1164,01/01/2020 18:19,Positive
429017,462,28,,Translation,1924,01/01/2020 18:20,Negative
101997,110,5,Tanuki,Purchase,471,01/01/2020 18:20,Negative
79679,86,6,Moscow subway,Purchase,84,01/01/2020 18:21,Negative
569902,614,5,PizzaHut,Purchase,179,01/01/2020 18:22,Negative
854148,920,6,,Purchase,85,01/01/2020 18:23,Negative
810728,873,6,,Purchase,50,01/01/2020 18:25,Negative
330525,357,eighteen,,Purchase,2127,01/01/2020 18:28,Negative
734558,791,6,Moscow subway,Purchase,78,01/01/2020 18:31,Negative
320132,346,6,Moscow subway,Purchase,78,01/01/2020 18:31,Negative
724725,780,14,Skala Cafe,Purchase,525,01/01/2020 18:33,Negative
197042,213,eight,Cinema Pobeda,Purchase,319,01/01/2020 18:33,Negative
65276,71,one,Delimobil,Purchase,551,01/01/2020 18:34,Negative
98965,107,2,Auchan,Purchase,4642,01/01/2020 18:34,Negative
175987,191,one,BelkaCar,Purchase,894,01/01/2020 18:35,Negative
725715,781,thirteen,Lamoda,Purchase,8066,01/01/2020 18:35,Negative
878965,947,6,Arrow,Purchase,81,01/01/2020 18:36,Negative
663794,714,15,Gas station GAZPROM,Purchase,1618,01/01/2020 18:36,Negative
598639,644,6,Arrow,Purchase,53,01/01/2020 18:36,Negative
